,gam_id,temp,sex,inf_status,geo_order,photo_order,geo_score,photo_score
992,mI82,18,f,I,1,1,64,80
993,mI83,3,m,I,,,18,0
994,mI83,6,m,I,1,1,10,0
995,mI84,3,f,I,,,14,50
996,mI84,6,f,I,,,42,50
997,mI84,18,f,I,1,1,35,60
1000,mI86,18,m,I,,,#N/A,100
998,mI86,3,m,I,1,1,15,60
999,mI86,6,m,I,,,60,10
1001,mI87,3,f,I,1,1,10,30
1002,mI87,6,f,I,,,13,0
1003,mI88,3,m,I,1,1,10,70
1004,mI88,6,m,I,,,11,100
1005,mI89,3,f,I,,,10,0
1006,mI89,6,f,I,1,1,10,70
1007,mI9,3,m,I,,,10,50
1008,mI9,6,m,I,,,23,50
1009,mI9,9,m,I,,,26,30
1010,mI9,12,m,I,,,59,60
1014,mI9,15,m,I,1,1,55,60
1015,mI9,18,m,I,,,20,80
1017,mI90,6,f,I,,,#N/A,100
1016,mI90,3,f,I,1,1,22,60
1018,mI91,3,f,I,,,14,100
1019,mI92,3,f,I,1,1,55,60
1020,mI92,6,f,I,,,28,80
1023,mI93,18,m,I,,,#N/A,0
1021,mI93,3,m,I,1,1,10,0
1022,mI93,6,m,I,,,10,60
1610,mI94,3,f,I,,1,#N/A,50
1024,mI95,3,f,I,,,10,0
1025,mI95,6,f,I,1,1,10,90
1026,mI96,3,m,I,,,12,80
1027,mI96,6,m,I,1,1,10,20
1030,mI97,12,f,I,,,#N/A,80
1028,mI97,3,f,I,,,15,90
1029,mI97,6,f,I,1,1,15,90
1033,mI98,18,m,I,,,#N/A,40
1031,mI98,3,m,I,,,10,70
1032,mI98,6,m,I,1,1,10,30
1036,mI99,18,f,I,,,#N/A,100
1034,mI99,3,f,I,1,1,10,0
1035,mI99,6,f,I,,,10,100
1037,mU00,3,m,U,1,1,17,70
1038,mU01,3,m,U,1,1,10,0
1039,mU02,3,m,U,1,1,14,0
1041,mU03,15,f,U,,,#N/A,100
1040,mU03,3,f,U,1,1,10,40
1045,mU04,15,m,U,,,#N/A,40
1042,mU04,3,m,U,,,10,40
1043,mU04,9,m,U,,,47,0
1044,mU04,12,m,U,1,1,27,50
1046,mU05,3,m,U,,,19,50
1050,mU06,15,m,U,,,#N/A,100
1047,mU06,3,m,U,,,13,80
1048,mU06,9,m,U,,,10,10
1049,mU06,12,m,U,1,1,21,20
1054,mU07,15,f,U,,,#N/A,30
1051,mU07,3,f,U,,,13,30
1052,mU07,9,f,U,,,28,50
1053,mU07,12,f,U,1,1,14,0
1056,mU09,12,m,U,,,#N/A,100
1057,mU09,15,m,U,,,#N/A,100
1055,mU09,3,m,U,1,1,27,0
1611,mU1,3,f,U,,1,#N/A,0
1062,mU10,6,f,U,,,#N/A,80
1058,mU10,3,m,U,1,1,10,40
1063,mU101,6,f,U,,,15,30
1064,mU101,18,f,U,1,1,19,20
1613,mu102,18,m,U,,,#N/A,90
1065,mU102,6,m,U,1,1,10,40
1066,mU103,6,f,U,,,10,40
1067,mU103,18,f,U,1,1,10,60
1068,mU104,6,m,U,,,49,0
1069,mU104,15,m,U,,,34,#N/A
1070,mU104,18,m,U,1,1,10,20
1616,mu105,18,m,U,,,#N/A,20
1071,mU105,6,m,U,1,1,10,80
1072,mU106,6,f,U,,,10,90
1073,mU106,12,f,U,,,21,20
1074,mU106,15,f,U,,,10,#N/A
1075,mU106,18,f,U,1,1,10,40
1076,mU107,6,m,U,,,17,60
1077,mU107,12,m,U,,,14,0
1078,mU107,15,m,U,,,37,#N/A
1079,mU107,18,m,U,1,1,23,70
1081,mU109,12,f,U,,,#N/A,100
1080,mU109,6,f,U,,,10,20
1082,mU109,15,f,U,,,29,#N/A
1083,mU109,18,f,U,1,1,39,60
1084,mU11,3,m,U,,,10,40
1085,mU11,6,m,U,,,10,50
1086,mU11,9,m,U,,,55,0
1087,mU11,12,m,U,,,22,70
1088,mU11,15,m,U,1,1,11,20
1089,mU11,18,m,U,,,27,0
1090,mU110,6,f,U,,,15,60
1091,mU112,6,m,U,,,10,90
1093,mU112,18,m,U,1,1,10,60
1094,mU113,6,f,U,1,1,21,30
1096,mU115,12,m,U,,,#N/A,80
1095,mU115,6,m,U,,,10,50
1097,mU115,15,m,U,,,37,#N/A
1098,mU115,18,m,U,1,1,27,40
1623,mU116,6,f,U,,1,#N/A,60
1099,mU117,6,m,U,,,10,100
1101,mU117,12,m,U,1,1,10,50
1102,mU117,15,m,U,,,40,#N/A
1103,mU117,18,m,U,,,35,90
1104,mU118,6,f,U,,,10,20
1105,mU118,12,f,U,,,22,60
1106,mU118,15,f,U,,,14,#N/A
1107,mU118,18,f,U,1,1,21,30
1108,mU119,6,m,U,1,1,10,100
1109,mU12,3,m,U,1,1,10,0
1113,mU120,6,f,U,,,10,50
1115,mU120,15,f,U,,,34,#N/A
1116,mU120,18,f,U,1,1,10,60
1627,mu121,18,m,U,,,#N/A,60
1117,mU121,6,m,U,,,10,70
1118,mU122,12,f,U,,,43,50
1119,mU122,15,f,U,,,25,#N/A
1120,mU122,18,f,U,1,1,18,100
1121,mU123,6,m,U,,,10,30
1122,mU123,12,m,U,,,23,70
1123,mU123,15,m,U,,,12,#N/A
1124,mU123,18,m,U,1,1,55,20
1125,mU124,6,m,U,,,22,40
1126,mU124,12,m,U,1,1,13,50
1127,mU13,3,f,U,1,1,10,0
1137,mU14,15,m,U,,,#N/A,50
1134,mU14,3,m,U,,,10,50
1135,mU14,6,m,U,,,11,50
1136,mU14,12,m,U,,,22,#N/A
1138,mU14,18,m,U,1,1,26,20
1139,mU15,3,f,U,,,55,60
1143,mU15,6,f,U,,,32,30
1144,mU15,9,f,U,,,10,20
1145,mU15,12,f,U,1,1,23,70
1152,mU15,15,f,U,,,47,50
1153,mU15,18,f,U,,,11,50
1154,mU16,3,m,U,,,10,50
1158,mU16,6,m,U,,,10,20
1159,mU16,18,m,U,1,1,14,20
1161,mU17,3,m,U,,,10,40
1164,mU17,6,m,U,,,17,70
1168,mU17,9,m,U,,,12,30
1169,mU17,12,m,U,,,10,30
1178,mU17,15,m,U,1,1,34,80
1180,mU17,18,m,U,,,42,90
1185,mU18,6,f,U,,,#N/A,60
1184,mU18,3,f,U,,,10,30
1186,mU18,9,f,U,,,10,60
1190,mU18,12,f,U,,,21,40
1197,mU18,15,f,U,1,1,70,10
1198,mU18,18,f,U,,,20,60
1199,mU19,3,m,U,,,10,50
1203,mU19,6,m,U,,,10,0
1205,mU19,12,m,U,,,31,50
1206,mU19,15,m,U,1,1,10,50
1207,mU19,18,m,U,,,31,50
1636,mU2,3,f,U,,,#N/A,0
1209,mU20,3,f,U,,,10,20
1210,mU20,6,f,U,,,12,90
1211,mU20,12,f,U,,,16,50
1215,mU20,15,f,U,1,1,10,70
1216,mU20,18,f,U,,,31,60
1217,mU21,3,m,U,,,15,20
1221,mU21,6,m,U,,,10,90
1222,mU21,18,m,U,1,1,26,30
1225,mU22,15,m,U,,,#N/A,0
1223,mU22,3,m,U,,,10,40
1224,mU22,12,m,U,1,1,42,50
1230,mU23,6,f,U,,,#N/A,10
1226,mU23,3,f,U,,,12,0
1231,mU23,9,f,U,,,10,40
1232,mU23,12,f,U,,,23,70
1233,mU23,15,f,U,1,1,12,50
1234,mU23,18,f,U,,,24,80
1235,mU24,3,m,U,,,10,50
1239,mU24,6,m,U,,,10,#N/A
1240,mU24,18,m,U,1,1,31,100
1241,mU26,3,f,U,,,13,20
1242,mU26,6,f,U,,,10,60
1243,mU26,9,f,U,,,45,10
1244,mU26,12,f,U,,,16,0
1248,mU26,15,f,U,1,1,17,50
1249,mU26,18,f,U,,,19,70
1250,mU27,3,m,U,,,10,30
1251,mU27,6,m,U,,,10,30
1252,mU27,9,m,U,,,10,90
1253,mU27,12,m,U,,,12,100
1257,mU27,15,m,U,1,1,30,80
1258,mU27,18,m,U,,,28,40
1643,mu28,18,f,U,,,#N/A,60
1259,mU28,3,f,U,,,10,40
1260,mU28,6,f,U,1,1,10,30
1261,mU29,3,m,U,1,1,10,30
1262,mU30,3,f,U,,,10,60
1264,mU30,6,f,U,,,10,50
1265,mU30,18,f,U,1,1,68,0
1267,mU31,6,m,U,,,#N/A,60
1266,mU31,3,m,U,1,1,10,40
1268,mU32,3,m,U,,,13,40
1269,mU32,6,m,U,,,12,70
1270,mU32,15,m,U,,,34,#N/A
1271,mU32,18,m,U,1,1,64,80
1272,mU33,3,f,U,,,51,70
1273,mU33,6,f,U,,,10,40
1275,mU33,9,f,U,,,10,0
1276,mU33,12,f,U,,,16,0
1284,mU33,15,f,U,1,1,13,50
1285,mU33,18,f,U,,,28,70
1286,mU34,3,m,U,,,17,90
1287,mU34,6,m,U,1,1,21,30
1288,mU35,3,m,U,,,10,50
1289,mU35,6,m,U,,,22,0
1290,mU35,9,m,U,,,10,50
1291,mU35,12,m,U,,,10,30
1295,mU35,15,m,U,1,1,10,60
1296,mU35,18,m,U,,,35,90
1648,mu36,18,f,U,,,#N/A,50
1297,mU36,3,f,U,,,10,0
1298,mU36,6,f,U,1,1,18,0
1299,mU37,3,f,U,,,10,70
1300,mU37,6,f,U,,,10,50
1301,mU37,9,f,U,,,10,80
1302,mU37,12,f,U,,,10,40
1306,mU37,15,f,U,1,1,10,40
1307,mU37,18,f,U,,,31,30
1308,mU38,3,f,U,,,11,80
1309,mU38,6,f,U,,,10,60
1310,mU38,9,f,U,,,10,70
1311,mU38,12,f,U,,,37,50
1315,mU38,15,f,U,1,1,10,70
1316,mU38,18,f,U,,,15,90
1317,mU39,3,m,U,,,10,0
1318,mU39,6,m,U,,,10,60
1320,mU4,3,f,U,,,10,100
1321,mU4,6,f,U,,,11,90
1322,mU40,3,f,U,,,14,10
1323,mU40,6,f,U,,,10,60
1324,mU40,18,f,U,1,1,10,0
1325,mU42,3,m,U,,,13,40
1326,mU42,6,m,U,,,10,90
1327,mU42,9,m,U,,,24,0
1328,mU42,12,m,U,,,18,20
1332,mU42,15,m,U,1,1,12,60
1334,mU42,18,m,U,,,10,0
1653,mu43,18,m,U,,,#N/A,70
1335,mU43,3,m,U,,,23,#N/A
1336,mU43,6,m,U,,,11,0
1337,mU43,9,m,U,,,19,30
1341,mU43,12,m,U,1,1,35,50
1342,mU43,15,m,U,,,44,40
1343,mU44,3,f,U,,,11,10
1344,mU44,6,f,U,,,10,40
1345,mU44,9,f,U,,,10,60
1346,mU44,12,f,U,1,1,21,20
1350,mU44,15,f,U,,,10,40
1351,mU44,18,f,U,,,22,#N/A
1654,mu45,18,m,U,,,#N/A,90
1352,mU45,3,m,U,,,18,50
1353,mU45,6,m,U,1,1,15,10
1354,mU46,3,m,U,,,10,60
1356,mU46,6,m,U,,,10,90
1357,mU46,12,m,U,1,1,26,0
1361,mU46,15,m,U,,,37,60
1362,mU46,18,m,U,,,19,50
1363,mU47,3,f,U,,,10,0
1364,mU47,6,f,U,1,1,10,70
1365,mU48,3,f,U,,,10,80
1366,mU48,6,f,U,,,19,80
1367,mU48,9,f,U,1,1,10,0
1368,mU48,12,f,U,,,23,#N/A
1370,mU48,15,f,U,,,12,0
1371,mU48,18,f,U,,,16,0
1657,mu49,18,m,U,,,#N/A,20
1372,mU49,3,m,U,1,1,19,50
1373,mU49,6,m,U,,,10,50
1374,mU5,3,m,U,,,19,30
1375,mU5,6,m,U,,,11,20
1376,mU5,9,m,U,1,1,15,10
1377,mU5,12,m,U,,,10,60
1385,mU5,15,m,U,,,30,70
1386,mU5,18,m,U,,,44,20
1659,mU50,3,m,U,,,#N/A,0
1387,mU51,3,f,U,,,12,50
1388,mU51,6,f,U,,,16,80
1389,mU51,18,f,U,1,1,41,90
1390,mU52,3,m,U,,,19,70
1391,mU52,6,m,U,,,10,80
1392,mU52,15,m,U,1,1,19,100
1393,mU52,18,m,U,,,10,50
1394,mU53,3,m,U,,,10,0
1395,mU53,6,m,U,1,1,10,0
1396,mU54,3,f,U,,,10,10
1397,mU54,6,f,U,1,1,10,0
1662,mu55,18,f,U,,,#N/A,90
1398,mU55,3,f,U,1,1,10,10
1399,mU55,6,f,U,,,10,40
1663,mU56,3,f,U,,1,#N/A,0
1400,mU57,3,f,U,,,11,60
1401,mU57,6,f,U,,,10,70
1402,mU57,9,f,U,1,1,19,0
1403,mU57,12,f,U,,,17,100
1407,mU57,15,f,U,,,10,30
1408,mU57,18,f,U,,,38,60
1409,mU58,3,f,U,,,10,40
1410,mU58,6,f,U,1,1,10,40
1665,mu59,18,m,U,,,#N/A,90
1411,mU59,3,m,U,1,1,32,90
1412,mU59,6,m,U,,,10,0
1416,mU6,12,f,U,,,#N/A,30
1413,mU6,3,f,U,,,10,30
1414,mU6,6,f,U,,,11,50
1415,mU6,9,f,U,,,22,50
1418,mU6,15,f,U,1,1,10,50
1419,mU6,18,f,U,,,19,70
1420,mU61,3,m,U,,,10,40
1421,mU61,6,m,U,,,10,70
1422,mU61,9,m,U,1,1,24,60
1423,mU61,12,m,U,,,14,20
1427,mU61,15,m,U,,,28,40
1428,mU61,18,m,U,,,12,30
1668,mu62,18,f,U,,,#N/A,50
1429,mU62,3,f,U,,,45,40
1430,mU62,6,f,U,1,1,10,50
1431,mU63,3,f,U,,,10,50
1669,mu64,18,f,U,,,#N/A,30
1432,mU64,3,f,U,,,17,20
1433,mU64,6,f,U,1,1,13,50
1436,mU65,15,f,U,,,#N/A,20
1434,mU65,3,f,U,,,14,60
1435,mU65,6,f,U,,,10,70
1437,mU65,18,f,U,1,1,68,80
1438,mU66,3,f,U,,,10,50
1439,mU66,6,f,U,,,11,80
1440,mU66,9,f,U,1,1,29,20
1441,mU66,12,f,U,,,10,10
1449,mU66,15,f,U,,,28,100
1450,mU66,18,f,U,,,44,30
1672,mu67,18,m,U,,,#N/A,70
1451,mU67,3,m,U,,,10,30
1452,mU67,6,m,U,1,1,19,0
1455,mU68,12,f,U,,,#N/A,100
1453,mU68,3,f,U,,,10,70
1454,mU68,6,f,U,,,11,40
1456,mU68,15,f,U,1,1,25,60
1457,mU68,18,f,U,,,46,70
1460,mU69,6,f,U,,,#N/A,50
1458,mU69,3,f,U,1,1,10,40
1674,mU7,3,f,U,,,#N/A,60
1461,mU70,3,f,U,,,10,40
1462,mU70,6,f,U,,,17,10
1464,mU70,9,f,U,1,1,53,20
1465,mU70,12,f,U,,,46,40
1466,mU70,15,f,U,,,16,70
1467,mU70,18,f,U,,,62,40
1468,mU71,3,m,U,,,10,20
1469,mU71,6,m,U,,,17,10
1470,mU71,9,m,U,,,16,30
1471,mU71,12,m,U,,,22,0
1475,mU71,15,m,U,,,50,0
1476,mU71,18,m,U,1,1,31,50
1677,mU72,3,f,U,,1,#N/A,20
1477,mU73,3,m,U,,,10,70
1478,mU73,6,m,U,1,1,10,10
1479,mU74,3,f,U,,,15,50
1480,mU74,6,f,U,,,10,20
1482,mU74,18,f,U,1,1,18,30
1483,mU75,3,m,U,,,#N/A,0
1679,mu75,18,m,U,,,#N/A,0
1484,mU75,6,m,U,1,1,11,20
1485,mU76,3,f,U,,,49,50
1486,mU76,6,f,U,,,10,90
1487,mU76,9,f,U,,,49,60
1488,mU76,12,f,U,,,49,50
1492,mU76,15,f,U,1,1,64,70
1493,mU76,18,f,U,,,25,20
1494,mU77,3,f,U,,,10,30
1495,mU77,6,f,U,,,10,100
1496,mU78,3,m,U,,,14,30
1497,mU78,6,m,U,,,10,10
1499,mU78,9,m,U,,,23,100
1500,mU78,12,m,U,,,10,30
1504,mU78,15,m,U,1,1,46,100
1505,mU78,18,m,U,,,10,60
1506,mU79,3,m,U,,,10,10
1507,mU79,6,m,U,,,10,50
1508,mU79,9,m,U,1,1,19,10
1509,mU79,12,m,U,,,23,60
1513,mU79,15,m,U,,,19,70
1514,mU79,18,m,U,,,39,50
1683,mU8,12,m,U,,1,#N/A,40
1515,mU80,3,f,U,,,10,20
1516,mU80,6,f,U,,,12,0
1517,mU80,12,f,U,1,1,39,100
1521,mU80,15,f,U,,,55,50
1522,mU80,18,f,U,,,16,40
1523,mU81,3,f,U,,,15,60
1524,mU81,6,f,U,,,10,70
1525,mU81,18,f,U,1,1,62,30
1526,mU82,3,f,U,,,13,90
1527,mU82,6,f,U,1,1,10,50
1528,mU82,18,f,U,,,14,90
1529,mU83,3,m,U,,,10,30
1530,mU83,6,m,U,1,1,10,0
1531,mU83,12,m,U,,,50,#N/A
1532,mU84,3,m,U,,,11,70
1533,mU84,6,m,U,,,28,0
1534,mU85,18,m,U,1,1,28,40
1535,mU86,3,m,U,,,10,40
1536,mU86,6,m,U,1,1,11,70
1688,mu87,18,m,U,,,#N/A,30
1537,mU87,3,m,U,,,12,70
1538,mU87,6,m,U,1,1,10,50
1539,mU88,3,m,U,,,27,10
1540,mU88,6,m,U,,,10,10
1541,mU88,9,m,U,1,1,41,60
1542,mU88,12,m,U,,,50,0
1544,mU88,15,m,U,,,10,50
1545,mU88,18,m,U,,,13,0
1548,mU89,12,f,U,,,#N/A,0
1546,mU89,3,f,U,,,10,70
1547,mU89,6,f,U,,,13,70
1550,mU89,15,f,U,1,1,22,50
1551,mU89,18,f,U,,,25,100
1555,mU9,15,m,U,,,#N/A,100
1552,mU9,3,m,U,,,11,0
1553,mU9,6,m,U,,,10,100
1554,mU9,12,m,U,,,31,#N/A
1556,mU9,18,m,U,1,1,10,70
1557,mU90,3,m,U,,,14,20
1558,mU90,6,m,U,1,1,10,0
1559,mU91,3,m,U,1,1,12,70
1560,mU91,6,m,U,,,10,70
1561,mU93,3,m,U,,,10,50
1562,mU93,6,m,U,,,10,0
1563,mU93,12,m,U,1,1,10,0
1567,mU93,15,m,U,,,12,50
1568,mU93,18,m,U,,,19,40
1569,mU94,3,f,U,,,19,50
1570,mU94,6,f,U,,,16,60
1571,mU94,9,f,U,,,12,20
1572,mU94,12,f,U,1,1,26,60
1576,mU94,15,f,U,,,18,60
1577,mU94,18,f,U,,,38,40
1578,mU95,3,m,U,,,18,60
1579,mU95,6,m,U,1,1,13,70
1580,mU96,3,m,U,,,11,10
1581,mU96,6,m,U,,,10,30
1582,mU96,18,m,U,1,1,16,40
1583,mU97,3,f,U,,,10,50
1584,mU97,6,f,U,,,10,60
1585,mU97,9,f,U,,,10,70
1586,mU97,12,f,U,1,1,24,20
1590,mU97,15,f,U,,,50,50
1591,mU97,18,f,U,,,15,30
1592,mU98,3,m,U,,,10,10
1593,mU98,6,m,U,1,1,34,50
